,D2,D5,D7,D10,D14,D15,D19,D27,D31,D32,D36,D38,D39,D47,D48,D49,D54,D56,D61,D62,D64,D66,D67,D69,D74,D75,D84,D87,D95,D99,D103,D107,target
10,0.660209615,0.383455857,0.222086743,0.220257565,0.356445884,0.544980002,0.216894616,1.0,0.103591487,0.0,0.0,0.0,0.324681919,0.239086235,0.0,0.0,0.0,0.0573,0.349730037,0.0,0.0,0.0,0.0,0.0,0.182342196,0.0,0.118757587,0.45064243,7.59e-06,0.356196503,0.524911791,0.717950794,1
11,0.563906975,0.254418521,0.228249556,0.135479832,0.104292799,0.548775059,0.276285842,0.0,0.216224731,0.0983,0.187111415,0.05,0.465567704,0.346927065,0.0679,0.101746825,0.17901066,0.0625,0.0709,0.170727379,0.0,0.0,0.327299054,0.12123448,0.274321152,0.0773,0.0475,0.443198549,0.000523,0.680356413,0.249217242,0.338536073,0
12,0.76257567,0.287139981,0.200828837,0.362538435,0.185075163,0.347224695,0.115809019,1.0,0.0,0.0,0.146735246,0.0,0.0906,0.153068634,0.216079424,0.0491,0.151352669,0.0,0.0932,0.0718,0.162568986,0.184628877,0.0972,0.226748806,0.0392,0.280836703,0.0462,0.461944534,0.000147,0.525588875,0.167435205,0.629361633,1
13,0.631524785,0.234390566,0.181886364,0.204246678,0.124587235,0.50117869,0.217469157,1.0,0.313094392,0.0414,0.16666667,0.101137253,0.0751,0.262980554,0.0806,0.0949,0.0288,0.300553196,0.172445202,0.0718,0.0933,0.0136,0.18790733,0.0586,0.275968292,0.0688,0.0392,0.406708127,0.000296,0.644048312,0.268056051,0.631303917,1
14,0.52158891,0.227514568,0.264939873,0.215969937,0.0969,0.570912902,0.0593,1.0,0.0541,0.0569,0.116986481,0.0199,0.0574,0.0832,0.0745,0.0391,0.0,0.0625,0.0709,0.0413,0.0,0.0,0.0279,0.0426,0.0726,0.0,0.0,0.395406193,3.2e-06,0.349063019,0.251939622,0.72152542,1
15,0.657124154,0.447314765,0.193229001,0.1895827,0.123417766,0.508216868,0.094,0.0,0.174988085,0.0355,0.0,0.0,0.134157076,0.126843128,0.0,0.0391,0.0253,0.190297083,0.141804444,0.0114,0.171591998,0.0,0.0,0.0934,0.107350842,0.0295,0.0145,0.45064243,1.57e-05,0.413367221,0.204457798,0.625541696,1
16,0.885983459,0.524172912,0.162819351,0.247446823,0.288511391,0.350313364,0.31681742,1.0,0.0487,0.0371,0.16666667,0.0,0.453064169,0.345027838,0.10568333,0.0949,0.0288,0.127288613,0.484998483,0.0718,0.0831,0.161738502,0.0,0.0916,0.219386131,0.0688,0.245065068,0.569987125,6.83e-05,0.551663317,0.188485455,0.549510016,1
17,0.489133199,0.0885,0.347955453,0.341695906,0.0715,0.539473258,0.123692343,0.0,0.0679,0.144801726,0.0,0.224732532,0.22522892,0.303034136,0.00103,0.0,0.133859384,0.0,0.0235,0.0,0.0,0.231313178,0.364952945,0.0348,0.267920729,0.0,0.0354,0.208367213,0.000952,0.652671673,0.331852482,0.769682657,1
18,0.538824788,0.237226621,0.382198725,0.415403488,0.145946936,0.571704511,0.0227,0.0,0.0974,0.0,0.0,0.0,0.0,0.0348,0.0,0.0,0.0,0.102942225,0.0685,0.0,0.0,0.0,0.0,0.0,0.0597,0.0,0.0,0.296235651,1.35e-06,0.0,0.614473461,0.795363429,1
19,0.675037557,0.23589564,0.212515515,0.255593273,0.120876913,0.492692001,0.11149992,0.0,0.211107988,0.0414,0.0,0.112366266,0.0906,0.162775152,0.0518,0.0661,0.0965,0.0,0.139922807,0.0718,0.0,0.10210308,0.104272273,0.0468,0.185549183,0.0816,0.0575,0.406708127,0.000102,0.528301316,0.281333061,0.676331202,0
20,0.686625046,0.104709301,0.356635994,0.364589049,0.196149516,0.531873962,0.218926046,1.0,0.0924,0.160471681,0.0759,0.276263277,0.187690762,0.437092812,0.128135499,0.0254,0.101456004,0.152126484,0.138400865,0.0213,0.172097253,0.12860772,0.338884869,0.137287235,0.304373822,0.211115868,0.0877,0.291222163,0.0013,0.691492203,0.220114924,0.576059856,0
21,0.578646479,0.173919264,0.317747372,0.308585311,0.125774504,0.541411894,0.170308549,0.0,0.190080524,0.227212583,0.0,0.112366266,0.0,0.141726231,0.118386611,0.0712,0.0211,0.0,0.0669,0.0718,0.0,0.0,0.104272273,0.10733655,0.24336608,0.0513,0.057,0.346458231,0.00176,0.56041712,0.223918683,0.657683938,1
22,0.665269501,0.251866663,0.170533797,0.181088954,0.11817647,0.424101852,0.181989839,0.0,0.191858501,0.0623,0.0,0.207851426,0.110732452,0.252275369,0.0518,0.0542,0.196959244,0.0551,0.192572107,0.216833361,0.117687491,0.0,0.160028973,0.108855048,0.19475609,0.128883455,0.0581,0.443198549,0.000221,0.61623294,0.229455401,0.401034422,0
23,0.475563077,0.401864791,0.218053447,0.126868629,0.0649,0.558477496,0.481538857,0.0,0.682042994,0.11388162,0.333333341,0.0399,0.59460834,0.464532143,0.121376985,0.111528597,0.0576,0.227942236,0.210352609,0.209880801,0.0,0.0,0.6133237,0.0761,0.546441133,0.161066062,0.0125,0.450643785,0.00112,0.891540751,0.43761418,0.679118555,0
24,0.375648611,0.242260331,0.22647832,0.147710742,0.0385,0.630503864,0.0851,0.0,0.140546087,0.031,0.0,0.145786855,0.119379459,0.180880719,0.0,0.0,0.0,0.0,0.210099962,0.0,0.0144,0.0,0.109703114,0.0,0.170702583,0.0,0.0587,0.379090093,5.28e-05,0.443167204,0.619250411,0.746046699,0
25,0.534259221,0.111008188,0.400883149,0.364234264,0.105692232,0.574185702,0.130311079,1.0,0.0367,0.128895623,0.0759,0.114650134,0.262767054,0.299311298,0.128135499,0.0254,0.0263,0.152126484,0.00587,0.0213,0.166666669,0.114753018,0.286748747,0.0663,0.21843517,0.158757243,0.0737,0.175735352,0.00798,0.568331745,0.216934716,0.582842433,1
26,0.542305189,0.183809467,0.354422242,0.301720031,0.0866,0.672076455,0.100430221,1.0,0.0442,0.111058327,0.0,0.0594,0.404239225,0.278391236,0.0,0.0,0.0,0.0,0.0,0.0,0.153348059,0.0,0.260680671,0.0357,0.182706493,0.0616,0.0273,0.279919382,0.000261,0.524876548,0.255165071,0.669304454,1
27,0.722598284,0.194978272,0.187968701,0.193930034,0.153820311,0.347450078,0.181411486,1.0,0.162877787,0.110206521,0.0,0.0199,0.0,0.144994961,0.144471341,0.144406306,0.0382,0.119794754,0.13405773,0.104940402,0.0,0.161738502,0.0812,0.156738549,0.152040402,0.194548273,0.0593,0.390392196,0.000495,0.575093375,0.191123252,0.626304742,0
28,0.638055007,0.138331137,0.313259803,0.337697574,0.135641856,0.51988344,0.137908522,1.0,0.13231821,0.174167799,0.0,0.0562,0.0,0.0753,0.0687,0.0491,0.0624,0.0686,0.0446,0.0286,0.0,0.0575,0.0815,0.091,0.159688033,0.307960875,0.0487,0.219669656,0.00234,0.521020942,0.247134149,0.700462642,1
29,0.565660209,0.133900359,0.311600764,0.35490417,0.0896,0.498907335,0.122064202,1.0,0.0,0.130018282,0.0,0.0663,0.337843379,0.28912349,0.0934,0.126326297,0.0,0.0,0.00587,0.0718,0.102557979,0.0136,0.234612624,0.0586,0.199776746,0.124220244,0.0345,0.307537586,0.000448,0.631384836,0.228025365,0.714805803,1
30,0.570345438,0.837067703,0.134246862,0.0988,0.111869239,0.350267157,0.624154833,0.0,0.604753219,0.111183824,1.0,0.142703624,0.278891159,0.530329488,0.556758306,0.608579866,0.172697375,0.303270027,0.283608884,0.497196897,0.389987469,0.161738502,0.390296906,0.417241561,0.428448146,0.436339691,0.201505792,0.837298296,0.00186,0.798012591,0.192690489,0.566904752,0
31,0.668395293,0.225398204,0.24912339,0.266569974,0.112604603,0.527455456,0.105375283,1.0,0.18826892,0.0576,0.16666667,0.112366266,0.0403,0.163884783,0.0806,0.0949,0.0399,0.0758,0.00587,0.0718,0.0831,0.0136,0.104272273,0.0944,0.151110454,0.0688,0.0429,0.406708296,0.000132,0.565060672,0.220928294,0.616119864,0
32,0.358867488,0.309868525,0.233335835,0.135814854,0.0267,0.651396307,0.133045026,0.0,0.205413509,0.031,0.0,0.0399,0.254883027,0.216752298,0.0,0.0,0.0,0.0,0.139197747,0.0,0.0,0.0,0.249094856,0.0,0.217143721,0.0,0.0,0.395406023,3.69e-05,0.586733163,0.678783781,0.779072136,0
33,0.50965615,0.105731621,0.212334253,0.197137454,0.109587414,0.536695459,0.138725767,1.0,0.0056,0.124115761,0.0,0.0304,0.337843379,0.249675509,0.0681,0.0783,0.0,0.0,0.0,0.0331,0.0,0.0566,0.234612624,0.0766,0.197726954,0.0,0.103912729,0.140673267,0.0111,0.542418749,0.249189704,0.620694568,1
34,0.502087424,0.131526372,0.304901581,0.366759657,0.0751,0.362090649,0.1048983,1.0,0.017,0.158008742,0.0,0.122491413,0.22522892,0.266914069,0.0251,0.0,0.0,0.142348377,0.00587,0.0,0.0,0.0136,0.257150622,0.072,0.185091298,0.095,0.0395,0.307537586,0.000396,0.62108312,0.269782618,0.739080253,1
35,0.49176346,0.1830867,0.250987101,0.225374341,0.0772,0.555199062,0.201532218,0.0,0.254688579,0.0636,0.16666667,0.153932644,0.196693796,0.323248486,0.111921928,0.0558,0.0499,0.0,0.42280663,0.176769418,0.0289,0.0,0.107892833,0.0627,0.279872937,0.12010891,0.192897821,0.482118687,0.000656,0.629433497,0.35314517,0.65814456,1
36,0.583014928,0.152290259,0.342571577,0.334725068,0.141775767,0.583252706,0.150409929,0.0,0.0056,0.14945632,0.0,0.168549409,0.0,0.212794994,0.178020283,0.188636817,0.0211,0.0758,0.0446,0.0718,0.0831,0.0258,0.156408411,0.155060964,0.161993029,0.0513,0.0612,0.346458231,0.00124,0.581008454,0.146994736,0.626367702,1
37,0.441709602,0.104955969,0.377744843,0.334415802,0.0805,0.623654313,0.114049872,1.0,0.0492,0.135920803,0.0,0.147499762,0.262767054,0.274767945,0.0215,0.0,0.0624,0.0,0.0709,0.0,0.0,0.109030426,0.260680671,0.0186,0.233620551,0.0,0.0779,0.148117148,0.00591,0.556414058,0.349297153,0.769285224,0
38,0.507565502,0.136327935,0.330689087,0.299370095,0.28914854,0.59613836,0.092,1.0,0.0762,0.0,0.0,0.0,0.191054081,0.109990321,0.0,0.0,0.0,0.056,0.1686711,0.0,0.0,0.0,0.0,0.0,0.096,0.0,0.0,0.395406193,5.06e-07,0.173600738,0.769520756,0.768465293,1
39,0.671356833,0.153769152,0.333299566,0.336199172,0.122296127,0.542740447,0.136148564,1.0,0.125483822,0.156031215,0.0,0.0843,0.112614459,0.227142409,0.137590549,0.0254,0.0263,0.152126484,0.0288,0.0213,0.166666669,0.0407,0.208544548,0.115362923,0.210252598,0.170471855,0.0329,0.335155789,0.0005,0.617740398,0.186181071,0.570929975,1
40,0.694000797,0.133844334,0.383850075,0.333088447,0.176305024,0.574103248,0.134730696,1.0,0.124247296,0.0816,0.151829477,0.0562,0.0,0.171722931,0.275181099,0.0508,0.0527,0.304252973,0.0564,0.0427,0.333333344,0.0271,0.156408411,0.159226004,0.16212373,0.34094371,0.0488,0.318839858,0.00143,0.601158742,0.111026966,0.567566636,1
41,0.471774376,0.203983258,0.24429571,0.20859397,0.0637,0.548116417,0.0767,0.0,0.0811,0.0724,0.0,0.045,0.187690762,0.156334807,0.0293,0.0391,0.0,0.0625,0.0,0.0,0.0,0.0,0.186097049,0.0293,0.145695708,0.0,0.0125,0.323853685,5.55e-05,0.485037812,0.3132448,0.709537622,0
42,0.500483123,0.386042661,0.246031018,0.186941514,0.0696,0.56004466,0.106210882,0.0,0.113710234,0.0776,0.16666667,0.0629,0.152390649,0.164476086,0.0607,0.0558,0.0288,0.0625,0.210099962,0.104940402,0.0,0.0,0.0558,0.038,0.155611503,0.0805,0.0232,0.45064243,2.39e-05,0.503015388,0.329716279,0.666213766,0
43,0.616091147,0.193150375,0.111845393,0.117030427,0.0996,0.510905782,0.136736629,1.0,0.0864,0.213212506,0.146735246,0.142132663,0.112614459,0.228017111,0.0512,0.0491,0.0423,0.182121738,0.141804444,0.0718,0.0789,0.0,0.130340334,0.0766,0.209555501,0.0606,0.0711,0.362773993,0.000401,0.563451696,0.259635164,0.686656811,0
44,0.660209615,0.270295433,0.41375087,0.403034067,0.18554204,0.601493262,0.0972,1.0,0.0,0.0577,0.122035183,0.123992988,0.165689141,0.214699793,0.0512,0.0408,0.0223,0.0,0.166580119,0.0718,0.0,0.0,0.104272273,0.0247,0.139432432,0.0504,0.0374,0.379090093,5.28e-05,0.406613342,0.200378655,0.648081275,1
45,0.684956264,0.188468204,0.421614857,0.398669799,0.13534435,0.574200126,0.0667,1.0,0.127147436,0.0615,0.0759,0.0562,0.0,0.103298446,0.128652447,0.0254,0.0263,0.152126484,0.00587,0.0213,0.221591322,0.0367,0.129706739,0.0891,0.111403661,0.158757243,0.0284,0.307537755,0.000179,0.459535615,0.148587052,0.582160196,1
46,0.561723005,0.255633838,0.232402635,0.264450293,0.0743,0.504897384,0.0716,0.0,0.0818,0.0619,0.0,0.190813465,0.0375,0.182100985,0.0293,0.0391,0.0,0.0,0.017,0.0,0.0102,0.0136,0.104272273,0.0339,0.157859268,0.0,0.0396,0.379090093,5.28e-05,0.420537002,0.337575577,0.711413148,1
47,0.582179286,0.160437272,0.244014319,0.220312819,0.104164091,0.548561588,0.101641117,0.0,0.0536,0.109332319,0.0,0.0332,0.187690762,0.17097559,0.0801,0.0783,0.0624,0.0,0.0,0.0,0.0,0.0232,0.155774794,0.0772,0.156997273,0.0,0.0484,0.263603621,0.000811,0.50319347,0.225294625,0.622822164,1
48,0.583995399,0.102947028,0.307010031,0.357705586,0.13116566,0.556251016,0.173868953,1.0,0.0,0.134283542,0.187111415,0.0967,0.435913557,0.352058381,0.0386,0.0626,0.17901066,0.0,0.0112,0.145004342,0.0,0.101199514,0.286748747,0.092,0.215985004,0.0773,0.0881,0.212225436,0.00967,0.600831692,0.20248486,0.339964496,0
49,0.489785244,0.13717016,0.279113867,0.217114428,0.0915,0.584903887,0.126066099,0.0,0.0,0.124115761,0.0,0.0304,0.375381518,0.266871094,0.0587,0.0783,0.0,0.0,0.0,0.0,0.0,0.0566,0.260680671,0.0585,0.20327875,0.0,0.0642,0.219669486,0.0026,0.532294737,0.257452736,0.620683936,0
50,0.822788653,0.293294782,0.406244269,0.371836658,0.2122529,0.572705093,0.123353717,1.0,0.0311,0.0904,0.151829477,0.0734,0.0,0.207416214,0.256271002,0.0508,0.0527,0.441718573,0.0803,0.0427,0.338407556,0.0271,0.0782,0.16693422,0.10023482,0.421737836,0.039,0.4343265,0.000152,0.519296648,0.0863,0.550357364,1
51,0.615822317,0.181617569,0.130046683,0.141180234,0.104387249,0.435137394,0.177384646,1.0,0.248785762,0.0927,0.0759,0.158995222,0.0,0.196330655,0.158502338,0.0645,0.0933,0.207199573,0.198055906,0.0213,0.225600418,0.115656589,0.138811697,0.130316579,0.215587524,0.158757243,0.0862,0.390392365,0.000709,0.609219878,0.239720386,0.573931577,1
52,0.771800165,0.276526488,0.400936593,0.419430654,0.199281461,0.608386124,0.0896,0.0,0.0,0.0514,0.0,0.0906,0.0,0.132269097,0.0,0.0,0.0,0.321519647,0.137096314,0.0,0.0,0.0,0.0,0.0688,0.064,0.20844671,0.0,0.395406193,9.27e-06,0.453391033,0.162983799,0.729436654,0
53,0.673056918,0.257112127,0.333025967,0.337909812,0.133978276,0.542814622,0.0797,1.0,0.125483822,0.102679057,0.0759,0.0281,0.0375,0.107472272,0.137590549,0.0254,0.0263,0.152126484,0.017,0.0213,0.166666669,0.0136,0.104272273,0.0796,0.127503008,0.158757243,0.0191,0.379090093,6.84e-05,0.455338591,0.153244505,0.578348689,0
54,0.549522667,0.126132636,0.244073762,0.220206845,0.15255877,0.548572061,0.158215459,1.0,0.00571,0.113772785,0.0,0.158466995,0.300305209,0.322190174,0.0587,0.0783,0.0,0.0,0.0978,0.0,0.01,0.0506,0.208544548,0.0585,0.235747258,0.0,0.0915,0.24728769,0.00301,0.564816423,0.270873832,0.622346732,1
55,0.618649071,0.175283704,0.394893564,0.371163036,0.129435754,0.555980319,0.159676543,1.0,0.0,0.108785211,0.0,0.0194,0.375381518,0.332873281,0.21815693,0.176070607,0.0551,0.227943989,0.0107,0.121776433,0.249730779,0.0873,0.260680671,0.139210676,0.184591376,0.339454662,0.0501,0.318840028,0.00105,0.550302749,0.154305722,0.550195064,1
56,0.531861015,0.203983258,0.234461641,0.254217779,0.0867,0.524723428,0.0767,0.0,0.0,0.186107281,0.0,0.0562,0.112614459,0.126166878,0.0388,0.0391,0.0,0.124999999,0.0112,0.0,0.0,0.0,0.130340334,0.0426,0.142123095,0.0,0.00723,0.323853685,5.55e-05,0.485037812,0.248314372,0.692660393,0
57,0.507565502,0.448375171,0.306551723,0.287690939,0.431513621,0.563922487,0.0744,0.0,0.0,0.0,0.0,0.0,0.0,0.105000929,0.0,0.0808,0.0288,0.0,0.159140732,0.0,0.0254,0.0,0.0,0.0,0.0912,0.0,0.0204,0.487132684,6.91e-06,0.294280716,0.0,0.282717089,0
58,0.454332353,0.146039057,0.306472144,0.381339671,0.0803,0.362084509,0.0873,1.0,0.017,0.0931,0.0,0.0866,0.262767054,0.229593928,0.0251,0.0,0.0,0.0,0.00587,0.0,0.0,0.101500703,0.283218698,0.0376,0.175175482,0.0,0.0564,0.192051283,0.00186,0.4791492,0.326016282,0.751155771,1
59,0.555205757,0.0773,0.173309746,0.1490532,0.0913,0.526096593,0.383684812,0.0,0.542062159,0.309763794,0.0,0.403213123,0.112614459,0.401515181,0.0567,0.0,0.0232,0.110146179,0.0892,0.0,0.0,0.0,0.372194083,0.0895,0.61189806,0.0234,0.170632819,0.19834176,0.16854225,0.662250853,0.365048696,0.688421529,1
60,0.643139474,0.202085223,0.418399357,0.397311988,0.114091539,0.559647926,0.0587,0.0,0.0112,0.0923,0.0,0.0281,0.112614459,0.13336775,0.0293,0.0391,0.123842701,0.0,0.0102,0.0,0.0,0.0253,0.129706739,0.0665,0.095,0.0606,0.0218,0.279919551,0.000158,0.409260561,0.210109097,0.686934095,0
61,0.638457723,0.243600519,0.255839986,0.375131703,0.101307412,0.347514744,0.0629,0.0,0.0056,0.0517,0.0,0.0,0.187690762,0.158669275,0.0673,0.0391,0.00865,0.0,0.0,0.0,0.0838,0.161738502,0.130340334,0.0848,0.0877,0.0524,0.0157,0.351471889,5.18e-05,0.441904183,0.218810287,0.6983614,1
62,0.68493649,0.187471329,0.189980539,0.213127205,0.200719616,0.516087321,0.113034361,0.0,0.0,0.155253539,0.0,0.0,0.0,0.0928,0.0482,0.0741,0.036,0.277126471,0.0,0.129191385,0.166666669,0.0,0.0,0.13556626,0.0941,0.186373313,0.0414,0.335155789,0.000211,0.488034201,0.110361123,0.547430951,0
63,0.716147941,0.0793,0.331249559,0.304849354,0.141134512,0.571527897,0.241645398,1.0,0.124247296,0.290109715,0.151829477,0.0944,0.150152604,0.33936086,0.344990925,0.0508,0.122095537,0.304252973,0.127310434,0.0764,0.363178632,0.0482,0.344912347,0.189523776,0.298517421,0.492466867,0.0838,0.302524605,0.00548,0.723996309,0.147974812,0.568407604,0
64,0.73857431,0.214467596,0.220876358,0.344837337,0.148280319,0.356427975,0.111141209,0.0,0.148411023,0.0621,0.0,0.0281,0.112614459,0.168871532,0.142364977,0.0159,0.241387301,0.0,0.0,0.145004342,0.00507,0.177035411,0.155774794,0.105644505,0.121408702,0.0473,0.0512,0.344028008,0.000272,0.457922102,0.179156288,0.407378401,0
65,0.823697101,0.297816301,0.272244008,0.310203459,0.23863654,0.535106561,0.147669558,0.0,0.0634,0.0523,0.16666667,0.0,0.181225677,0.175973385,0.112310809,0.144001843,0.0467,0.0,0.166580119,0.138051795,0.0838,0.0,0.0,0.0985,0.121285247,0.152836169,0.0487,0.43432633,9.61e-05,0.47638307,0.154149342,0.601631415,0
66,0.63536386,0.291491757,0.285689061,0.317976318,0.101192306,0.361849554,0.093,1.0,0.143701329,0.140010855,0.0,0.0562,0.0,0.0755,0.0691,0.0,0.0,0.0,0.034,0.0,0.0,0.0271,0.149348298,0.101956705,0.143885397,0.0,0.0304,0.406708296,8.51e-05,0.443017479,0.300113842,0.723227254,0
67,0.666403556,0.137471643,0.375742108,0.3662689,0.139325695,0.574135678,0.159119137,1.0,0.129845165,0.122964668,0.151829477,0.145520406,0.0375,0.277154817,0.307504422,0.0508,0.0738,0.304252973,0.0117,0.114486645,0.333333344,0.0271,0.234612624,0.157215793,0.198639841,0.357090371,0.0491,0.390392027,0.000739,0.67888185,0.124838027,0.56942796,1
68,0.497447996,0.25174642,0.399819373,0.349778281,0.0698,0.656560895,0.0446,0.0,0.0649,0.0207,0.0,0.142132663,0.0,0.113757722,0.00946,0.0,0.0,0.0,0.141804444,0.0286,0.0,0.0,0.0521,0.019,0.0977,0.0909,0.025,0.351472058,1.96e-05,0.324600767,0.423969334,0.762487913,0
69,0.440468274,0.120346659,0.362601547,0.32036266,0.0835,0.586040829,0.126322811,1.0,0.0,0.1707136,0.0,0.0456,0.412919658,0.28646817,0.0293,0.0391,0.0,0.0,0.0445,0.0,0.0,0.101199514,0.317667593,0.0293,0.233055257,0.0,0.0711,0.148117318,0.00704,0.535030808,0.301355535,0.692644368,1
70,0.749664745,0.246230185,0.427455041,0.417224013,0.159863945,0.592171285,0.048,0.0,0.0311,0.0103,0.0,0.0,0.0,0.0474,0.101584677,0.0783,0.124753312,0.0,0.0205,0.0,0.0,0.0,0.0509,0.0958,0.0171,0.237167375,0.0123,0.351471889,3.05e-05,0.357705095,0.130492276,0.670717914,0
71,0.492848117,0.187351757,0.176230234,0.18541357,0.0623,0.513715356,0.169010633,0.0,0.152361464,0.160370613,0.0,0.164701259,0.337843379,0.325616982,0.00946,0.0,0.0116,0.117573089,0.0709,0.0331,0.0,0.0,0.234612624,0.018,0.320625229,0.0,0.0743,0.335155789,0.00042,0.577125248,0.437369776,0.688639423,0
72,0.447549637,0.127184947,0.409957866,0.371914921,0.0823,0.593339982,0.10819582,1.0,0.0056,0.134283542,0.0,0.0534,0.375381518,0.270889661,0.0293,0.0391,0.0,0.0,0.0112,0.0,0.0,0.0759,0.286748747,0.0293,0.211215372,0.0,0.0542,0.192051283,0.0024,0.538809661,0.288227527,0.714027796,1
73,0.665457201,0.288832951,0.0991,0.105946588,0.155284783,0.516115704,0.175109787,0.0,0.0551,0.120549496,0.0,0.0,0.0,0.110257948,0.226431727,0.156568054,0.0146,0.197723993,0.0,0.0449,0.0878,0.0,0.0,0.189827463,0.128012174,0.012,0.0566,0.461944534,0.000181,0.539329161,0.141969447,0.578492003,0
74,0.449293257,0.147889882,0.397863359,0.347140007,0.0995,0.679881083,0.112997405,1.0,0.0495,0.0931,0.0,0.0354,0.337843379,0.273925743,0.0,0.0,0.0,0.0,0.12410347,0.0,0.0,0.0879,0.262956413,0.0,0.221835012,0.0,0.056,0.192051452,0.00213,0.487914156,0.337580003,0.730562425,1
75,0.372990166,0.108363134,0.411426885,0.378247711,0.0755,0.681782527,0.103694414,1.0,0.0,0.124115761,0.0,0.0686,0.412919658,0.290486754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0759,0.260680671,0.0,0.223921615,0.0,0.0639,0.120499114,0.00516,0.538751812,0.34231122,0.787253972,1
76,0.597968628,0.266245074,0.410534785,0.36516327,0.235508018,0.678604965,0.160778883,1.0,0.0171,0.0414,0.0,0.0562,0.437527664,0.295107394,0.0,0.0,0.0,0.0,0.33316023,0.0,0.0,0.0,0.104272273,0.0,0.203318519,0.0,0.208866747,0.415580346,6.44e-05,0.450482362,0.267820006,0.584743554,1
77,0.589531785,0.399805025,0.242773488,0.188159483,0.0891,0.570548118,0.129613064,1.0,0.140546087,0.0527,0.116986481,0.105895303,0.0841,0.197890719,0.0745,0.0391,0.0,0.0551,0.212706659,0.0413,0.0,0.0,0.0558,0.0784,0.151327345,0.0,0.0649,0.45951448,3.15e-05,0.528456712,0.344659371,0.619790412,1
